,besluit,bijlage,inventaris,verzoek,dc_source,foi_decisionDate,verzoek_datum,deelbesluit,bezwaren,mate van openbaarmaking,opmerkingen
https://doi.wooverheid.nl/?doi=nl.mnre1013.2i.2023.121,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/40cd5d79-ba2c-444b-be5d-72ed861c9e9e/1,2023-11-24,2023-10-25,,,niet openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1018.2i.2023.104,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/1a3ca6ae-bd7b-4d96-b864-25c4bc3bea65/1,2023-07-25,2023-06-26,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1018.2i.2023.106,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/7080abeb-b4e7-4240-90c2-5dd553a774cd/1,2023-08-07,2023-06-13,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1018.2i.2023.22,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-fa8c92f24e1d5b547615fe8f9f9f392acb224fdc/1,2023-05-01,2023-01-17,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1018.2i.2023.32,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/356740d2-6421-49f3-9de7-29617f0ee247/1,2023-06-07,2023-02-06,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1018.2i.2023.43,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/3084dfba-497c-4b3f-a3ed-8da07f155103/1,2023-07-13,2023-05-23,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1018.2i.2023.44,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/e9d670f4-2de9-460a-9df1-b3aed2abaf20/1,2023-07-19,2023-05-25,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.11,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-1e351b16c1be46fb45866a025c9725c4eeac113d/1,2023-03-23,2022-12-03,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.199,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3697817-1053825-pdo,2023-09-28,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.200,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3695364-1053565-pdo,2023-09-22,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.201,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3573889-1046310-PDO,2023-09-06,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.204,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3551818-1045128-pdo,2023-03-30,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.205,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3395155-1032354-PDO,2022-07-07,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.206,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3574524-1046390-PDO,2023-05-02,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.207,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3561075-1045762-pdo,2023-04-07,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.208,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3663666-1052663-pdo,2023-10-11,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.209,TRUE,TRUE,TRUE,FALSE,https://open.minvws.nl/dossier/3695163-1053545-pdo,2023-10-12,2022-05-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.17,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-b4df891b9b307e003e18cd26f30f6f6878e1189c/1,2023-01-06,2021-07-15,,,gedeeltelijk openbaar,"""Besluit nazending"", correctie van eerder besluit op 2022-11-04"
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.27,TRUE,FALSE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-3f6b5d130d33cebbcbff56ff3e021d36ae232ba4/1,2023-03-06,2022-07-01,2e,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.34,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-24a747a72be8b5c4d32f447fead8917b4264a1fe/1,2023-03-13,2022-08-11,2e,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.4,TRUE,FALSE,TRUE,FALSE,https://www.rijksoverheid.nl/documenten/woo-besluiten/2023/01/11/besluit-op-wob--woo-verzoek-over-communicatie-tussen-bzk-burgemeester-bloemendaal-gemeente-bloemendaal-en-provincie-noord-holland-over-de-integriteitscommissie-in-bloemendaal,2023-01-11,2022-10-19,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.50,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-d50f0f7e8817bd4b65e8fecae8d78537b4bdc25a/1,2023-05-09,2023-03-14,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1045.2i.2023.155,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/27dfa791-cae7-43c1-bf5a-f75ac3b2f15e/2,2023-08-09,2023-04-12,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1045.2i.2023.200,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/be594ed7-e2e6-4121-9e0a-545fd5c8e3f6/1,2023-10-27,2023-04-18,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1045.2i.2023.21,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-33c7728890e6765385d29b7be5526399a3667fbd/3,2023-03-17,2023-02-22,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1045.2i.2023.61,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/8568a480-52f2-4f4a-96a2-bf2e130d66c9/4,2023-05-26,2022-02-28,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.106,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-41ab7c8f1698e7a52d7cf123adf3472590bbf5d1/1,2023-06-29,2023-04-11,,,gedeeltelijk openbaar,"Verzoeksdatum = ""11 april 202"", maar verderop: ""ook door mij ontvangen op 11 april 2023"""
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.13,TRUE,FALSE,FALSE,FALSE,https://www.rijksoverheid.nl/documenten/woo-besluiten/2023/01/16/woo-besluit-op-bezwaar-dat-ziet-op-de-afsluitregeling-langdurig-verblijvende-kinderen-arlvk,2023-01-16,2021-04-23,,ja,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.279,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/47898b4e-9805-491b-8be6-a86083f4f480/2,2023-09-06,2023-03-08,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.30,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-aad2acfe08d84da5a84f637b811362fc45df3411/1,2023-03-13,?,,,?,"Geen besluit geupload, alleen de geopenbaarde documenten"
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.312,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/c2bddcfc-8b86-4bf3-b621-249f8c10dcc5/2,2023-08-28,2022-11-14,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.328,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/c9032ec1-8836-41c8-be59-a055a57ce2e7/2,2023-10-09,2023-01-30,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.33,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-45a899f08df951c328add0dcdc5fdf6625feafc9/1,2023-03-23,2023-01-13,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.347,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/a71ca2f8-eb44-4c2e-92ed-7da7a803502f/2,2023-11-22,2023-05-17,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.37,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-4eddc9b24ac8a6fee32b8a5bc632883150b5b3d4/2,2023-03-23,2023-01-15,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.38,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-f065245e21a1bd3bf302dd2e86db02e39ab81766/1,2023-03-27,?,,,?,"Geen besluit geupload, alleen de geopenbaarde documenten"
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.40,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-3ec855867af442ed9d8e383eab7ceae9c6efcb09/1,2023-04-04,?,2e,,?,"Geen besluit geupload, alleen de geopenbaarde documenten"
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.42,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-5b7f70c967ed00650b971c5d99fe22a3ed613c30/1,2023-04-04,2022-05-11,2e,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1073.2i.2023.102,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/801aacb5-f10a-476e-a3bd-04750be9436e/2,2023-06-20,2023-04-06,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1073.2i.2023.109,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-1a7e6d74e488d88b31268dbc8dd6ba4562cf347a/1,2023-05-10,2023-02-13,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.1,TRUE,FALSE,FALSE,FALSE,https://www.rijksoverheid.nl/documenten/woo-besluiten/2023/01/09/besluit-woo-verzoek-beleid-financien-rond-onelove-campagne-wk,2023-01-09,2022-12-15,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.16,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-5257c51e607d193b0d9a3ba69df0392745ab9fab/1,2023-02-08,2021-03-25,,ja,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.38,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-8db5d711341a52883169bfa4fd3ecf7056a84fba/1,2023-03-20,2023-02-27,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.504,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/0f3b021c-da01-4aa2-a3a3-1e0685369bb2/1,2023-07-31,2023-04-18,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.519,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/5152470a-cb43-4cf2-a58d-045a62984bf3/1,2023-08-14,2023-01-25,,,niet openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.607,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/cac20d7d-7ff2-495e-b6f7-7e6e5c15976c/1,2023-10-23,2023-06-15,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.89,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/b191e0be-a08b-4fe2-a62b-2dc2a0fdb43c/1,2023-04-28,?,,,gedeeltelijk openbaar,"Op plekken waar datums moeten staan in het besluit, staat ""xxx"""
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.171,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/f0ec1f60-b387-4d9c-bfdb-d4def00fa5d4/2,2023-07-12,2023-06-21,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.177,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/78bca1c3-6c27-4142-bb07-786f8df2671f/2,2023-09-15,2023-06-21,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.192,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/8a700cc7-490f-46fb-9b5b-9ec2b4eb9aba/1,2023-11-06,2023-09-06,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.193,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/48e9cb2d-90a9-4abe-8a07-e6168dce8d37/1,2023-11-16,2023-09-24,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.195,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/cbbd5040-3b81-4575-875a-ac90793bee9d/1,2023-11-20,2023-11-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.198,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/da2520a5-60df-47b2-bcc3-0c43c5ee2659/2,2023-07-14,2023-04-28,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.200,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/8c01511d-486a-49af-9d3e-0315f757a822/1,2023-09-12,2023-05-17,,,geheel openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1109.2i.2023.46,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/f5ff6ce4-e993-461c-a85c-7aa09c4aeb27/1,2023-07-14,2023-05-24,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.123,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/5bee63d1-93d6-42bb-8690-528ba6777089/1,2023-06-27,2023-05-30,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.134,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/558476c9-a33b-4d27-9bef-c5ced43a7aa6/1,2023-07-05,2023-02-22,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.139,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/d434261a-6c43-4217-8e29-1bcf8e70fed5/1,2023-07-10,2022-07-07,2e,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.17,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-d4d21274ef7dae106698fd08f7c6fbaba627583d/1,2023-02-21,2022-07-21,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.18,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-7c3c1e959e13d11dab673b5d351cd4320a225b78/1,2023-02-06,2022-09-05,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.20,TRUE,FALSE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-8c1b59fc7cd687e1a8faf24410089f8d40f14324/1,2023-03-02,2022-12-19,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.290,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ab292a23-4b7d-4174-8b94-37e734b39c7f/1,2023-08-28,2023-07-05,,,geheel openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.296,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/cde8a392-8a0d-42c8-9d8a-2534176ff287/2,2023-09-06,2023-05-30,,,gedeeltelijk openbaar,In besluit staat dat alles openbaar wordt gemaakt muv persoonsgegevens. Is dat dan geheel of gedeeltelijk openbaar?
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.35,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-ef987348995e7d56055c1890b97e99aa7d2f9696/1,2023-03-07,2022-07-13,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.368,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/16799f09-7919-4743-ad55-0dfcfd6b076c/1,2023-11-08,2023-07-06,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.370,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ae48a44b-58e9-4b24-a5b6-674cf86b874d/1,2023-11-15,2023-07-27,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.378,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/94f6458a-c23d-46b8-b8d3-15a27ae0512b/1,2023-07-04,2022-06-01,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.38,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-6b6b385853b25b3ad02357951e5362d7bbe07351/1,2023-01-23,2022-11-08,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.406,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/30b35f31-a633-492d-bb32-37ef4876b3ab/1,2023-04-13,2020-02-26,3e,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.411,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/a35d32ca-9cf8-4cad-9f4e-69ec0c1a54ad/1,2023-08-21,2022-12-15,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.412,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/b3936b51-6d51-4b94-87f7-fd71921a7aa0/1,2023-12-18,2023-10-13,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.50,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-f84115e5ec151e73bac7f424cacf6081e8b57a03/1,2023-04-11,2023-10-11,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.51,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-16422543949f0c8b6b493a6050e89cab0621e473/1,2023-04-05,2023-02-06,,,geheel openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.61,TRUE,FALSE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-7e5dc7af80906aff8b50a7611f81ff3e6879b46e/1,2023-03-30,2023-02-24,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.22,TRUE,FALSE,FALSE,FALSE,https://www.rijksoverheid.nl/documenten/woo-besluiten/2023/01/05/woo-besluit-over-aanpassen-van-mestvolume,2023-01-05,2022-10-17,,,geheel openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.23,TRUE,FALSE,FALSE,FALSE,https://www.rijksoverheid.nl/documenten/woo-besluiten/2023/01/05/woo-besluit-over-het-corrigeren-van-onvolkomenheden-in-bex-berekeningen,2023-01-05,2022-10-17,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.28,TRUE,FALSE,FALSE,FALSE,https://www.rijksoverheid.nl/documenten/woo-besluiten/2023/01/11/besluit-woo-verzoek-in-beslag-genomen-wolfachtigen,2023-01-11,2022-11-01,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.384,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/e4564c5a-c51e-445c-bee5-a96dac4b949b/1,2023-07-10,?,,,,"Geen besluit geupload, alleen het geopenbaarde document"
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.642,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/2ef9821e-247d-4aad-97b0-2af53328188d/1,2023-08-08,2023-03-20,1e,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.781,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/41af0822-1359-4ac1-93e8-e090270dc071/1,2023-09-12,2023-06-21,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.784,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/10bebcf7-3ad1-4162-b1ff-c02d3395e6ab/1,2023-09-15,2023-09-06,,,niet openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.823,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/169523fd-04c5-49a6-a715-16f61885559c/1,2023-10-10,2023-02-06,,,gedeeltelijk openbaar,In besluit staat dat alles openbaar wordt gemaakt muv persoonsgegevens. Is dat dan geheel of gedeeltelijk openbaar?
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.831,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/b1c5d048-af33-4886-9e78-da0dbab01843/1,2023-10-13,2023-08-02,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.852,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/df8e8a33-f377-4633-8e6f-efcfee2f51bd/3,2023-11-02,2023-09-11,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.86,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-5c26c7adcabf52f05d1221d9ade9d213660faac8/1,2023-03-15,2023-05-13,,,gedeeltelijk openbaar,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.91,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-9adeaec3e8cefd42c1ff5c4a791898e63bf16ab6/1,2023-03-23,?,,?,?,Document niet beschikbaar
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.913,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/a7b31e42-941e-4ab3-8f69-9da04fa71248/1,2023-12-08,2023-10-27,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.914,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/abaa59a5-220c-4832-be63-c681d15c52e1/1,2023-12-12,2023-10-27,,,niet openbaar want informatie is niet aanwezig,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.92,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-b34b38d54d2a2f28c5128e572fe51c264571c92a/5,2023-03-23,2022-12-07,,,gedeeltelijk openbaar,In besluit staat dat alles openbaar wordt gemaakt muv persoonsgegevens. Is dat dan geheel of gedeeltelijk openbaar?
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.135,TRUE,TRUE,TRUE,FALSE,https://open.overheid.nl/Details/ronl-8f1683f02ee71c15ade53dd74b9a290f2feaa2d0/1,2023-04-25,2022-10-24,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1010.2i.2023.94,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/85826814-2223-48dc-967a-e1ab0ea51d98/1,2023-12-19,2023-01-30,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.353,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/e0719e1a-1a45-4d24-a0d7-06fea37ac853/1,2023-12-07,2023-09-06,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1153.2i.2023.910,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/7de93e04-07cc-4020-bfda-a86a8df2b9ac/1,2023-12-11,2023-12-06,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.39,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/ronl-e5bd90bddc7ea3376e24146ebb3a636e0ee306c5/1,2023-03-30,2023-12-02,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.348,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/84583eed-ddff-4717-8d3c-e6e91f1a1169/1,2023-11-30,2023-09-15,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1013.2i.2023.131,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/aab8e407-fd42-4bc6-994e-c053db53523a/1,2023-12-29,2023-11-28,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1010.2i.2023.92,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/9ef5060b-9ce3-4260-88e7-ef4eb099d8b3/1,2023-12-19,2023-11-26,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1025.2i.2023.196,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/45190698-c7ca-489b-b9c5-29e70f98b814/1,2023-12-13,2023-11-25,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.641,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/29e74007-9427-4cb8-8254-3435327ce81a/1,2023-12-21,2023-11-25,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1130.2i.2023.402,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/bb7197fc-5aef-4f80-8f81-4bd3b591c060/1,2023-12-12,2023-11-24,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1090.2i.2023.640,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/e7a5ae45-3dcf-45be-8652-330b9b88c47e/2,2023-12-19,2023-11-22,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1013.2i.2023.126,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/8cc28129-4cd0-4bfa-9643-a601275200df/1,2023-12-21,2023-11-17,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1013.2i.2023.128,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/8cc28129-4cd0-4bfa-9643-a601275200df/2,2023-12-21,2023-11-17,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1034.2i.2023.205,TRUE,FALSE,FALSE,FALSE,https://open.overheid.nl/Details/57049f3a-024b-49c0-a89d-8096a169b700/1,2023-11-17,2023-10-23,,,,
https://doi.wooverheid.nl/?doi=nl.mnre1058.2i.2023.352,TRUE,TRUE,FALSE,FALSE,https://open.overheid.nl/Details/362ffe98-8065-439f-9f5e-a14bd51ab9c5/1,2023-12-07,2023-11-17,,,,
